transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C17H12.8	16.885780258687902	-0.3840740235754816	0.4521612251517254	-0.8494183096894325	0.3956485684207877	0.999784205248708
C44B11.6.1	30.211055941749333	-0.017754386158341	0.4431199588425251	-0.0400667715458301	0.9680398929836932	0.999784205248708
D1086.7.1	35.377381842911596	-0.6326774526140567	0.3241552800502564	-1.9517727816001256	0.0509651871549147	0.5700067040222586
F07G6.10.1	21.04937806797211	-0.8360413650929706	0.4295320877199339	-1.9464002550563608	0.0516066789891201	0.5749156230466068
F14D2.13a.1	3.6788252553490137	-5.350544888470603	2.1514888686398925	-2.4869033563037024	0.0128860399459144	0.2132395414956572
F14D2.4a.1	6.705448063220956	-6.215985679979015	2.04748276133682	-3.035916002496911	0.0023980616050678	0.0622947261801598
F30B5.4b.1	33.098176752246644	0.3426849053142713	0.3396590953102622	1.008908373265392	0.3130185791251263	0.999784205248708
F43E2.5	280.8694477450197	-0.9548606928787328	0.3526257550466897	-2.7078586269239	0.0067718862183474	0.1385125267579827
F54D10.2.1	1.1528759954004335	0.3699115984624846	1.557731636997797	0.2374681168929791	0.8122936508964642	
F59A1.8	4.354207993454303	-5.593361437707928	2.1064956407168123	-2.6552921969516072	0.0079239737911286	0.1542932255178257
M03C11.2.1	4.535219224907895	5.614833823973766	2.1564684389117397	2.6037171343009717	0.0092218832288118	0.173322547042172
M03C11.2.2	20.630260580938327	-0.5490988994477393	0.4239895046490069	-1.295076631442333	0.19529379540498	0.999784205248708
R06B10.3.1	76.376044494128	-0.3851183342579605	0.2418761714499895	-1.5922127919805769	0.11133689992981	0.9325319782761228
R06B9.3.1	0.0					
R06B9.3.2	28.95560859517556	-0.0226252395769789	0.3398469827928188	-0.0665747843074774	0.9469202204054132	0.999784205248708
R07B7.2b.1	4.733844276694768	3.7069434316714496	1.2480524713351724	2.9701823575620536	0.0029762301829086	0.0749138914332139
T05A10.3.1	22.599920355426764	-1.190563650414365	0.4593693744758133	-2.591734923062553	0.0095493318647173	0.1782960778425522
T05G11.1a	15.48015310322888	0.9848074631065123	0.4638503257665519	2.1231147385291465	0.0337442382627047	0.4246835839891619
T23B12.14	30.501156197878387	1.2489021770825004	0.40358030573631	3.09455679410309	0.0019710719327561	0.0532752585253526
W02D9.5.1	20.566203151259547	-0.1250109683943693	0.4243112793266335	-0.2946208938700783	0.7682834992770523	0.999784205248708
Y17D7B.4.1	20.491882894019565	0.1432379451630974	0.4071630283163286	0.3517950678267738	0.7249919577289814	0.999784205248708
Y43F8C.2.1	57.98499114337917	-0.7988275991083562	0.3480805671400133	-2.2949502917439015	0.0217359731717969	0.3080483988092873
Y65B4A.11	0.170404913246092	0.923206431070327	4.425441490550883	0.2086134079597571	0.8347500428276355	
ZK6.7c.1	11.904746480790584	2.454716577818631	1.452062447147142	1.6905034508959291	0.0909316786108802	0.8324648512828325
