transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C17H12.8	15.975696056719237	-0.4820836058180597	0.498510127394946	-0.9670487705781906	0.3335196535496431	0.9999635921673652
C44B11.6.1	28.27890363261837	-0.1071638138629312	0.3770084239427588	-0.2842477967526845	0.7762204888657431	0.9999635921673652
D1086.7.1	37.72690954491974	-0.2978045509599463	0.3239556137929186	-0.9192757843372682	0.3579513405655801	0.9999635921673652
F07G6.10.1	27.002503823771203	0.1185296407069816	0.5443128514537032	0.2177601362716735	0.8276160058247924	0.9999635921673652
F14D2.13a.1	13.135772662660331	1.4251769263408742	0.5403990956598325	2.6372674154843274	0.0083576916975072	0.3222354465594466
F14D2.4a.1	13.897101536320037	0.1850124223063517	0.4815088648182318	0.3842347167921682	0.7008044892670493	0.9999635921673652
F30B5.4b.1	26.349045506153388	-0.1835092152632691	0.3662043631228629	-0.5011114933158268	0.6162926585317205	0.9999635921673652
F43E2.5	354.5298165676134	-0.0199498699753296	0.3509115761822636	-0.0568515584249854	0.9546634426351244	0.9999635921673652
F54D10.2.1	0.7879421734906035	-0.5878250924976	1.8891799812324457	-0.3111535683932666	0.7556838791737135	
F59A1.8	4.193231557518966	-5.476339316342074	2.091821679783721	-2.6179761732406788	0.0088452981128112	
M03C11.2.1	2.4008117158023734	4.76482250371487	2.6833401392468943	1.7757057459931878	0.0757814298305812	
M03C11.2.2	20.79372313655732	-0.4079205142031188	0.4140288550379487	-0.9852465818251483	0.3245029646744477	0.9999635921673652
R06B10.3.1	62.128608255552535	-1.0282033401543402	0.2717811868002291	-3.783202775216792	0.0001548231808914	0.0161748604896938
R06B9.3.1	0.0					
R06B9.3.2	27.613904823121658	-0.0570381405544626	0.3487472293806138	-0.1635515231354358	0.8700842096263433	0.9999635921673652
R07B7.2b.1	0.9992776887682592	1.0414154450296285	1.7732307589131129	0.5872983196321022	0.5570033694890725	
T05A10.3.1	30.875952484442234	0.0661721854253341	0.5006943733478441	0.1321608329306364	0.8948570801087783	0.9999635921673652
T05G11.1a	18.93566832455157	1.4774713195106095	0.4458313108729725	3.3139693948762945	0.000919815745977	0.0593898623218579
T23B12.14	14.997024634115782	-0.4528073161776704	0.564177773873162	-0.8025968713178521	0.4222077772884898	0.9999635921673652
W02D9.5.1	12.876102104381602	-1.9662952574343608	0.6031139095265371	-3.2602386155841825	0.0011131851890777	0.069331457032561
Y17D7B.4.1	19.98675977504766	0.1659843234766811	0.4267328365761079	0.3889654351618611	0.6973017156697601	0.9999635921673652
Y43F8C.2.1	79.69471242029296	0.3217533030837706	0.4269892989421198	0.7535395005938677	0.4511257839558761	0.9999635921673652
Y65B4A.11	0.4361421746918119	2.2476790089818692	4.300699335301914	0.5226310499159968	0.6012310286974141	
ZK6.7c.1	4.142308610001487	0.4406521748287508	1.5622104184421282	0.282069668481778	0.7778900903207859	
