transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C17H12.8	18.557554607524597	-0.054556827563561	0.4163225009628701	-0.1310446287130338	0.8957400031792018	0.9999601770783196
C44B11.6.1	38.271781813545	0.6345629566861903	0.3939612294140403	1.6107243792238386	0.1072398095998054	0.9999601770783196
D1086.7.1	36.1207988517133	-0.5147720528014905	0.3199081158807308	-1.6091247056495728	0.1075890760757508	0.9999601770783196
F07G6.10.1	19.23642391831327	-1.166988874702476	0.50268344281274	-2.321518425537647	0.0202588808300638	0.5776990918665114
F14D2.13a.1	15.096766788745413	1.6521024039837795	0.5191728301191811	3.1821819404619527	0.0014616996387634	0.1238356888874406
F14D2.4a.1	6.786419063581875	-5.217971088019129	1.5221732329690802	-3.4279745399550863	0.0006081024868723	0.0657991248628885
F30B5.4b.1	30.70201450459494	0.1746492685225037	0.3471649228324494	0.5030729115648412	0.614913011012622	0.9999601770783196
F43E2.5	310.10328384938964	-0.5274199848531156	0.2721680507249603	-1.9378467951997065	0.0526419166933453	0.8736661108313177
F54D10.2.1	1.1558828921204771	0.4066355185518477	1.5406438214787852	0.2639386942541586	0.7918271588135062	
F59A1.8	6.778890579913896	-0.7956513407184218	0.6794014746902348	-1.1711062904024307	0.24155605571143	0.9999601770783196
M03C11.2.1	3.567502961170401	5.282683674620426	3.481389153527882	1.5174068286124214	0.1291640009312893	
M03C11.2.2	20.984671887585375	-0.4417642966025988	0.5230905552443621	-0.844527380916347	0.3983747694724179	0.9999601770783196
R06B10.3.1	66.79482998864026	-0.8292732937601014	0.2435874114129505	-3.404417695273444	0.0006630527842388	0.0705163689791005
R06B9.3.1	0.0					
R06B9.3.2	29.536273247081407	0.0657172990716978	0.3418562712073232	0.1922366345353445	0.8475568508101949	0.9999601770783196
R07B7.2b.1	1.8291939636830683	2.1605129950588604	1.480044053405286	1.4597626267190835	0.1443553232666524	
T05A10.3.1	22.27717132550588	-1.1993360884574802	0.5052810370083932	-2.3736020167278866	0.0176155260710219	0.5241143277738294
T05G11.1a	12.108633975940275	0.4399140825025618	0.5095243009156951	0.8633819460857258	0.3879275023829892	0.9999601770783196
T23B12.14	17.557882394650804	-0.044849386573177	0.5262646311374627	-0.0852221181504067	0.9320848068052802	0.9999601770783196
W02D9.5.1	22.0295748507874	0.1097436288807779	0.3929833625006777	0.2792576972786951	0.7800470680135583	0.9999601770783196
Y17D7B.4.1	9.632592574176828	-6.718721516960325	2.017707170742576	-3.329879387050816	0.0008688361086682	0.0859975700827343
Y43F8C.2.1	61.0310023660891	-0.5606303694559863	0.4301398997797601	-1.3033675084386265	0.1924493236442335	0.9999601770783196
Y65B4A.11	0.0					
ZK6.7c.1	12.466603239087116	2.5560764553816084	1.4999796088939024	1.7040741355587363	0.0883672379670594	0.9999601770783196
