transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
B0001.3c.1	6.641343167057926	-0.16516944864643193	0.7097212490689838	-0.2327243954765369	0.8159754244255786	0.9999892319025653
B0001.4a	34.57167693873286	0.09423196994820807	0.3769367236587516	0.24999413438293208	0.8025918847316895	0.9999892319025653
B0001.4b	3.1020844834131593	0.35654602667610624	2.5821709728419413	0.13807994529645384	0.8901772352766555	
B0001.4c.1	17.094012600584886	-0.1036416318195662	0.45093969175658644	-0.22983479545976873	0.8182201455269472	0.9999892319025653
B0001.5	28.287707420823665	0.01730588957822213	0.35212639372869103	0.04914681173134697	0.9608022980893847	0.9999892319025653
B0001.6.1	8.240877483305667	0.18958365252320045	0.7687251437555221	0.24662085540354564	0.8052016627276138	0.9999892319025653
B0001.6.2	5.546122655729337	-0.07750373499511604	1.081720059281803	-0.07164860661507365	0.9428815569596372	0.9999892319025653
B0001.7a	16.31338447370435	-0.1949531783638541	0.4553143690191668	-0.4281726904068942	0.6685253975082768	0.9999892319025653
B0001.7b	19.592402584649133	0.4257398908715162	0.4210887973576213	1.011045398365098	0.3119947018020077	0.9999892319025653
B0001.7c.1	0.0					
B0001.8a	22.913116449140986	0.27371555600803166	0.39101312542176425	0.7000162864425327	0.48391713349264087	0.9999892319025653
B0001.8b.1	8.656125082499958	-0.9311607258241407	0.6447494462248589	-1.444221055599627	0.14867680392769206	0.9999892319025653
B0001.8c.1	0.0					
B0001.8d.1	0.0					
B0001.8d.2	1.5189102338125842	1.8019709538424205	1.6890248382531867	1.0668706066549287	0.2860302694864083	
B0001.9	0.0					
B0019.1.1	4.983464104379495	0.5615974024988072	0.8401929591032908	0.6684147925950021	0.5038688555372317	0.9999892319025653
B0019.2	18.145408782975547	0.16950528602307594	0.4352749119247361	0.38942121721084927	0.6969645792516537	0.9999892319025653
B0019.4	0.0					
B0024.1	56.95133545921312	0.23665604944746008	0.5411390008222322	0.4373295014550304	0.661872403157086	0.9999892319025653
B0024.10	39.94280155012857	-0.0627303492542574	0.3069482420480253	-0.2043678401143688	0.8380660596763853	0.9999892319025653
B0024.11	51.86443377812231	-0.11123805523692161	0.26645426138746336	-0.4174752344274399	0.6763308352278172	0.9999892319025653
B0024.12.1	8.276065236917672	-0.2604866048759304	0.6758761082482965	-0.38540584834556024	0.6999367502708695	0.9999892319025653
B0024.13.1	38.7267961415566	-0.178754571766777	0.30786849016346596	-0.5806198993338533	0.561496657720294	0.9999892319025653
B0024.14a.1	0.9879608244551196	0.9747043519822273	1.8548563008496493	0.5254877973758652	0.5992441339594239	
B0024.14b.1	3.148203204902128	0.12807586186551767	1.0217531188435636	0.1253491274002432	0.9002471608112578	
B0024.14c	0.0					
B0024.14d.1	0.0					
B0024.14e	0.0					
B0024.14f.1	0.16848127675435418	-0.9794434622685577	4.425477742143274	-0.22131926073007654	0.8248438539149854	
B0024.15	0.0					
B0024.16	0.0					
B0024.17	0.0					
B0024.18	0.0					
B0024.2.1	6.6563022632196125	0.40939107694303367	0.7980876944829023	0.5129650284963819	0.6079757838122415	0.9999892319025653
B0024.3.1	0.9860103373045445	0.978635017133609	1.8552487977514756	0.5274952978380555	0.5978496809252303	
B0024.4.1	1.1547276666011868	-0.4537070219629097	1.736985573205349	-0.2612036789261645	0.7939354412047426	
B0024.6a.1	0.0					
B0024.6b.1	0.0					
B0024.8a.1	0.0					
B0024.8b.1	0.0					
B0024.8c.1	0.0					
B0024.8d.1	0.0					
B0024.9a	104.67799070128576	0.009352248987321309	0.20357526306597842	0.04594000688723295	0.9633580669382701	0.9999892319025653
B0024.9b.1	0.0					
B0025.1a	15.910013252958011	0.03785539922678103	0.46546281213811813	0.08132851484502286	0.9351806975296502	0.9999892319025653
