Name	Project	Life Stage			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0004804.SRP029448.SRX343242	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0004804.SRP029448.SRX343243	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0004804.SRP029448.SRX343244	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0007833.SRP029448.SRX343168	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0008115.SRP029448.SRX343335	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0008115.SRP029448.SRX343336	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0008115.SRP029448.SRX343337	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000261.Hermaphrodite.WBbt:0007833.SRP029448.SRX343169	RNASeq_Study.SRP029448	150 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000281.Hermaphrodite.WBbt:0007833.SRP029448.SRX343170	RNASeq_Study.SRP029448	170 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0003810.SRP029448.SRX343318	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0003810.SRP029448.SRX343319	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004015.SRP029448.SRX343294	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004015.SRP029448.SRX343295	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004015.SRP029448.SRX343296	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004458.SRP029448.SRX343271	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004458.SRP029448.SRX343272	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004804.SRP029448.SRX343245	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004804.SRP029448.SRX343246	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0004804.SRP029448.SRX343247	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0007833.SRP029448.SRX343171	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0008115.SRP029448.SRX343338	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000291.Hermaphrodite.WBbt:0008115.SRP029448.SRX343339	RNASeq_Study.SRP029448	180 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000301.Hermaphrodite.WBbt:0007833.SRP029448.SRX343172	RNASeq_Study.SRP029448	190 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000311.Hermaphrodite.WBbt:0007833.SRP029448.SRX343173	RNASeq_Study.SRP029448	200 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000321.Hermaphrodite.WBbt:0007833.SRP029448.SRX343174	RNASeq_Study.SRP029448	210 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000331.Hermaphrodite.WBbt:0007833.SRP029448.SRX343175	RNASeq_Study.SRP029448	220 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000331.Hermaphrodite.WBbt:0007833.SRP029448.SRX343176	RNASeq_Study.SRP029448	220 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000351.Hermaphrodite.WBbt:0007833.SRP029448.SRX343178	RNASeq_Study.SRP029448	240 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000351.Hermaphrodite.WBbt:0007833.SRP029448.SRX343179	RNASeq_Study.SRP029448	240 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000361.Hermaphrodite.WBbt:0007833.SRP029448.SRX343180	RNASeq_Study.SRP029448	250 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0003810.SRP029448.SRX343320	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004015.SRP029448.SRX343297	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004015.SRP029448.SRX343299	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004458.SRP029448.SRX343274	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004458.SRP029448.SRX343275	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004804.SRP029448.SRX343248	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004804.SRP029448.SRX343249	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0004804.SRP029448.SRX343250	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000381.Hermaphrodite.WBbt:0008115.SRP029448.SRX343340	RNASeq_Study.SRP029448	270 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000391.Hermaphrodite.WBbt:0007833.SRP029448.SRX343181	RNASeq_Study.SRP029448	280 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000401.Hermaphrodite.WBbt:0007833.SRP029448.SRX343182	RNASeq_Study.SRP029448	290 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000421.Hermaphrodite.WBbt:0007833.SRP029448.SRX343184	RNASeq_Study.SRP029448	310 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000431.Hermaphrodite.WBbt:0007833.SRP029448.SRX343185	RNASeq_Study.SRP029448	320 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000451.Hermaphrodite.WBbt:0007833.SRP029448.SRX343186	RNASeq_Study.SRP029448	340 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000461.Hermaphrodite.WBbt:0007833.SRP029448.SRX343187	RNASeq_Study.SRP029448	350 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0004015.SRP029448.SRX343300	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0004015.SRP029448.SRX343301	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0004015.SRP029448.SRX343302	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0004458.SRP029448.SRX343276	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0004804.SRP029448.SRX343251	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0007833.SRP029448.SRX343189	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000471.Hermaphrodite.WBbt:0008115.SRP029448.SRX343341	RNASeq_Study.SRP029448	360 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000491.Hermaphrodite.WBbt:0007833.SRP029448.SRX343191	RNASeq_Study.SRP029448	380 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000501.Hermaphrodite.WBbt:0007833.SRP029448.SRX343192	RNASeq_Study.SRP029448	390 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000511.Hermaphrodite.WBbt:0007833.SRP029448.SRX343194	RNASeq_Study.SRP029448	400 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000521.Hermaphrodite.WBbt:0007833.SRP029448.SRX343195	RNASeq_Study.SRP029448	410 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000531.Hermaphrodite.WBbt:0007833.SRP029448.SRX343196	RNASeq_Study.SRP029448	420 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000531.Hermaphrodite.WBbt:0007833.SRP029448.SRX343197	RNASeq_Study.SRP029448	420 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000541.Hermaphrodite.WBbt:0007833.SRP029448.SRX343198	RNASeq_Study.SRP029448	430 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000541.Hermaphrodite.WBbt:0007833.SRP029448.SRX343199	RNASeq_Study.SRP029448	430 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000551.Hermaphrodite.WBbt:0007833.SRP029448.SRX343200	RNASeq_Study.SRP029448	440 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000561.Hermaphrodite.WBbt:0007833.SRP029448.SRX343201	RNASeq_Study.SRP029448	450 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000581.Hermaphrodite.WBbt:0007833.SRP029448.SRX343202	RNASeq_Study.SRP029448	470 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000621.Hermaphrodite.WBbt:0007833.SRP029448.SRX343203	RNASeq_Study.SRP029448	510 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000674.Hermaphrodite.WBbt:0007833.SRP021083.SRX265366	RNASeq_Study.SRP021083	10-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000674.Hermaphrodite.WBbt:0007833.SRP021083.SRX265367	RNASeq_Study.SRP021083	10-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000674.Hermaphrodite.WBbt:0007833.SRP021083.SRX265368	RNASeq_Study.SRP021083	10-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000674.Hermaphrodite.WBbt:0007833.SRP021083.SRX265369	RNASeq_Study.SRP021083	10-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000674.Hermaphrodite.WBbt:0007833.SRP021083.SRX265370	RNASeq_Study.SRP021083	10-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000674.Hermaphrodite.WBbt:0007833.SRP021083.SRX265371	RNASeq_Study.SRP021083	10-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000676.Hermaphrodite.WBbt:0007833.SRP021083.SRX265372	RNASeq_Study.SRP021083	20-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000676.Hermaphrodite.WBbt:0007833.SRP021083.SRX265373	RNASeq_Study.SRP021083	20-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000676.Hermaphrodite.WBbt:0007833.SRP021083.SRX265374	RNASeq_Study.SRP021083	20-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000676.Hermaphrodite.WBbt:0007833.SRP021083.SRX265375	RNASeq_Study.SRP021083	20-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000694.Hermaphrodite.WBbt:0007833.SRP029448.SRX343205	RNASeq_Study.SRP029448	570 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000695.Hermaphrodite.WBbt:0007833.SRP029448.SRX343206	RNASeq_Study.SRP029448	640 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000696.Hermaphrodite.WBbt:0007833.SRP029448.SRX343207	RNASeq_Study.SRP029448	650 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000697.Hermaphrodite.WBbt:0007833.SRP029448.SRX343208	RNASeq_Study.SRP029448	660 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000699.Hermaphrodite.WBbt:0007833.SRP029448.SRX343210	RNASeq_Study.SRP029448	770 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000700.Hermaphrodite.WBbt:0007833.SRP029448.SRX343211	RNASeq_Study.SRP029448	780 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000701.Hermaphrodite.WBbt:0007833.SRP029448.SRX343212	RNASeq_Study.SRP029448	820 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000702.Hermaphrodite.WBbt:0007833.SRP029448.SRX343213	RNASeq_Study.SRP029448	830 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000703.Hermaphrodite.WBbt:0007833.SRP029448.SRX343214	RNASeq_Study.SRP029448	850 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000029.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494550	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000029.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494551	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000029.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494552	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000030.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494556	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000030.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494557	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000030.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494558	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000031.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494553	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000031.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494554	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000031.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494555	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000364.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP003783.SRX028193	RNASeq_Study.SRP003783	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000377.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP000401.SRX008136	RNASeq_Study.SRP000401	adult Ce			
RNASeq.elegans.WBStrain00000437.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366862	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00000438.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366863	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00000439.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366861	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00000439.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366865	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00000439.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366866	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00000439.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366867	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00000439.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP031831.SRX366868	RNASeq_Study.SRP031831	all stages Ce			
RNASeq.elegans.WBStrain00003834.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP018867.SRX245826	RNASeq_Study.SRP018867	all stages Ce			
RNASeq.elegans.WBStrain00003834.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP018867.SRX245827	RNASeq_Study.SRP018867	all stages Ce			
RNASeq.elegans.WBStrain00003834.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP018867.SRX245828	RNASeq_Study.SRP018867	all stages Ce			
RNASeq.elegans.WBStrain00003834.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP018867.SRX245829	RNASeq_Study.SRP018867	all stages Ce			
RNASeq.elegans.WBStrain00003835.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP018867.SRX245824	RNASeq_Study.SRP018867	all stages Ce			
RNASeq.elegans.WBStrain00003835.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP018867.SRX245825	RNASeq_Study.SRP018867	all stages Ce			
RNASeq.elegans.WBStrain00004030.WBls:0000004.Hermaphrodite.WBbt:0006746.SRP000401.SRX1037996	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000015.Hermaphrodite.WBbt:0007833.SRP000401.SRX100003	RNASeq_Study.SRP000401	elongating embryo Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX008139	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX047470	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX103273	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX103274	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX103275	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX103276	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000031.Hermaphrodite.WBbt:0007833.SRP000401.SRX103277	RNASeq_Study.SRP000401	L2d-dauer molt Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000032.Hermaphrodite.WBbt:0007833.SRP000401.SRX008138	RNASeq_Study.SRP000401	dauer larva Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000032.Hermaphrodite.WBbt:0007833.SRP000401.SRX103983	RNASeq_Study.SRP000401	dauer larva Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000032.Hermaphrodite.WBbt:0007833.SRP000401.SRX103984	RNASeq_Study.SRP000401	dauer larva Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000032.Hermaphrodite.WBbt:0007833.SRP000401.SRX103985	RNASeq_Study.SRP000401	dauer larva Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX008140	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX037199	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103269	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103270	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103271	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103272	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103278	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103279	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103280	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000052.Hermaphrodite.WBbt:0007833.SRP000401.SRX103281	RNASeq_Study.SRP000401	post dauer L3 stage Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX216722	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00004309.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX216723	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00004346.WBls:0000003.Male.WBbt:0007833.SRP000401.SRX011569	RNASeq_Study.SRP000401	embryo Ce			
RNASeq.elegans.WBStrain00004346.WBls:0000003.Male.WBbt:0007833.SRP000401.SRX037198	RNASeq_Study.SRP000401	embryo Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527951	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527952	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527953	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527954	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527955	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527956	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527957	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004538.WBls:0000002.Hermaphrodite.WBbt:0006798.SRP041461.SRX527958	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00004578.WBls:0000038.Male.WBbt:0007833.SRP000401.SRX004868	RNASeq_Study.SRP000401	L4 larva Ce			
RNASeq.elegans.WBStrain00005555.WBls:0000002.Hermaphrodite.WBbt:0003903.SRP074511.SRX1746473	RNASeq_Study.SRP074511	all stages Ce			
RNASeq.elegans.WBStrain00005557.WBls:0000002.Hermaphrodite.WBbt:0005662.SRP074511.SRX1746483	RNASeq_Study.SRP074511	all stages Ce			
RNASeq.elegans.WBStrain00006127.WBls:0000021.Hermaphrodite.WBbt:0005733.SRP000401.SRX1037998	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00006127.WBls:0000021.Hermaphrodite.WBbt:0005733.SRP000401.SRX1038000	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00006127.WBls:0000021.Hermaphrodite.WBbt:0005733.SRP000401.SRX1038001	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00006269.WBls:0000041.Male.WBbt:0006798.SRP014581.SRX170940	RNASeq_Study.SRP014581	adult Ce			
RNASeq.elegans.WBStrain00006450.WBls:0000003.Hermaphrodite.WBbt:0008378.SRP000401.SRX151598	RNASeq_Study.SRP000401	embryo Ce			
RNASeq.elegans.WBStrain00006450.WBls:0000003.Hermaphrodite.WBbt:0008378.SRP000401.SRX190363	RNASeq_Study.SRP000401	embryo Ce			
RNASeq.elegans.WBStrain00006736.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP047464.SRX709651	RNASeq_Study.SRP047464	L4 larva Ce			
RNASeq.elegans.WBStrain00006736.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP047464.SRX709652	RNASeq_Study.SRP047464	L4 larva Ce			
RNASeq.elegans.WBStrain00007725.WBls:0000004.Hermaphrodite.WBbt:0003670.SRP000401.SRX1041666	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00007897.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX216724	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00007897.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX216725	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00007952.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX216726	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00007952.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX216727	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00012787.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP011038.SRX121892	RNASeq_Study.SRP011038	all stages Ce			
RNASeq.elegans.WBStrain00012787.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP011038.SRX121894	RNASeq_Study.SRP011038	all stages Ce			
RNASeq.elegans.WBStrain00012787.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP011038.SRX121896	RNASeq_Study.SRP011038	all stages Ce			
RNASeq.elegans.WBStrain00022523.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP003783.SRX028192	RNASeq_Study.SRP003783	all stages Ce			
